Isle Royale National Park,"Explore a rugged, isolated island, far from the sights and sounds of civilization. Surrounded by Lake Superior, Isle Royale offers unparalleled solitude and adventures for backpackers, hikers, boaters, kayakers, canoeists and scuba divers. Here, amid stunning scenic beauty, you'll find opportunities for reflection and discovery, and make memories that last a lifetime. ",https://www.nps.gov/isro/index.htm,https://www.nps.gov/common/uploads/grid_builder/mwr/crop16_9/5A6B601E-1DD8-B71B-0B2F62ED27AA6FB7.jpg?width=950&quality=90&mode=crop,21
Hovenweep National Monument,"Once home to over 2,500 people, Hovenweep includes six prehistoric villages built between A.D. 1200 and 1300. Explore a variety of structures, including multistory towers perched on canyon rims and balanced on boulders. The construction and attention to detail will leave you marveling at the skill and motivation of the builders. ",https://www.nps.gov/hove/index.htm,https://www.nps.gov/common/uploads/grid_builder/imr/crop16_9/C6E2DD0E-1DD8-B71B-0BEF17A52FAEBF1E.jpg?width=307&quality=90&mode=crop,22
Harpers Ferry National Historical Park,"A visit to this quaint, historic community, at the confluence of the Potomac and Shenandoah rivers, is like stepping into the past.Stroll the picturesque streets, visit exhibits and museums, or hike our trails and battlefields. Spend a day or a weekend. We have something for everyone, so come and discover Harpers Ferry! ",https://www.nps.gov/hafe/index.htm,https://www.nps.gov/common/uploads/grid_builder/ncr/crop16_9/D2CCB487-1DD8-B71B-0B6A929FDA3088C8.jpg?width=465&quality=90&mode=crop,23
Great Smoky Mountains National Park,"Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World renowned for its diversity of plant and animal life, the beauty of its ancient mountains, and the quality of its remnants of Southern Appalachian mountain culture, this is America's most visited national park. ",https://www.nps.gov/grsm/index.htm,https://www.nps.gov/common/uploads/grid_builder/akr/crop16_9/42D5A0DE-1DD8-B71B-0B142ACA49A96CDE.jpg?width=465&quality=90&mode=crop,24
Great Falls Park,"At Great Falls, the Potomac River builds up speed and force as it falls over a series of steep, jagged rocks and flows through the narrow Mather Gorge. The Patowmack Canal offers a glimpse into the early history of this country.Great Falls Park has many opportunities to explore history and nature, all in a beautiful 800-acre park only 15 miles from the Nation's Capital. ",https://www.nps.gov/grfa/index.htm,https://www.nps.gov/common/uploads/grid_builder/ncr/crop16_9/CE18AEB1-1DD8-B71B-0BFF6D63E99261F9.png?width=307&quality=90&mode=crop,25
Grand Canyon National Park,"Unique combinations of geologic color and erosional forms decorate a canyon that is 277 river miles (446km) long, up to 18 miles (29km) wide, and a mile (1.6km) deep. Grand Canyon overwhelms our senses through its immense size ",https://www.nps.gov/grca/index.htm,https://www.nps.gov/common/uploads/grid_builder/imr/crop16_9/77F6AD51-1DD8-B71B-0B45850A92DFEFE3.jpg?width=307&quality=90&mode=crop,26
Glen Canyon National Recreation Area,"Encompassing over 1.25 million acres, Glen Canyon National Recreation Area offers unparalleled opportunities for water-based & backcountry recreation. The recreation area stretches for hundreds of miles from Lees Ferry in Arizona to the Orange Cliffs of southern Utah, encompassing scenic vistas, geologic wonders, and a vast panorama of human history.",https://www.nps.gov/glca/index.htm,https://www.nps.gov/common/uploads/grid_builder/imr/crop16_9/84C871F3-1DD8-B71B-0BCAD116B65E0D38.jpg?width=950&quality=90&mode=crop,27
Glacier National Park,"As the Crown of the Continent, Glacier is the headwaters for streams that flow to the Pacific Ocean, the Gulf of Mexico, and to Hudson's Bay. What happens here affects waters in a huge section of North America. Due to a detection of invasive mussel populations in central Montana, Glacier has closed all park waters to boating until further notice. Please see the press release for further details. ",https://www.nps.gov/glac/index.htm,https://www.nps.gov/common/uploads/grid_builder/imr/crop16_9/DA3C1F02-1DD8-B71B-0BEA9E07D90D38B8.jpg?width=950&quality=90&mode=crop,28
Glacier Bay National Park & Preserve,"Covering 3.3 million acres of rugged mountains, dynamic glaciers, temperate rainforest, wild coastlines and deep sheltered fjords, Glacier Bay National Park is a highlight of Alaska's Inside Passage and part of a 25-million acre World Heritage Site one of the world largest international protected areas. From sea to summit, Glacier Bay offers limitless opportunities for adventure and inspiration. ",https://www.nps.gov/glba/index.htm,https://www.nps.gov/common/uploads/grid_builder/akr/crop16_9/3AD5B405-1DD8-B71B-0BF8C764F38F60F9.jpg?width=307&quality=90&mode=crop,29
Gettysburg National Military Park,"The Battle of Gettysburg was a turning point in the Civil War, the Union victory that ended General Robert E. Lee's second and most ambitious invasion of the North. Often referred to as the ""High Water Mark of the Rebellion"", Gettysburg was the Civil War's bloodiest battle and was also the inspiration for President Abraham Lincoln's immortal ""Gettysburg Address"".",https://www.nps.gov/gett/index.htm,https://www.nps.gov/common/uploads/grid_builder/ner/crop16_9/3B95DFE6-1DD8-B71B-0BC2E8AB63004114.jpg?width=950&quality=90&mode=crop,30
